code,Rgst_years,Corp_Rgst_Cap,Shareholders_Num,Per_Capita_Shareholding,Employees_Num,Bachelor_Person_Pro,Technicians_Person_Pro,Cash_Flow_Ratio,Net_Cash_Flow_to_Liability_Ratio,Net_Cash_Flow_to_Net_Profit_Ratio,Operating_Cash_Return_Flow,Net_Cash_Flow_to_Sales_Revenue_Ratio,Current_Assets_Turnover_Days,Current_Assets_Turnover_Rate,Total_Asset_Turnover_Days,Inventory_Turnover_Days,Total_Asset_Turnover_Rate,Inventory_Turnover_Rate,Accounts_Receivable_Turnover_Days,Accounts_Receivable_Turnover_Rate,Total_Asset_Growth_Rate,Net_Asset_Growth_Rate,Net_Profit_Growth_Rate,Main_Business_Revenue_Growth_Rate,Equity_ratio,Capital_fixed_ratio,Capitalization_ratio,Long_term_assets_to_long_term_funding_ratio,Liabilities_to_owner_equity_ratio,Long_term_debt_ratio,Shareholders_equity_ratio,Long_term_debt_to_working_capital_ratio,Gearing_ratio,Interest_payment_multiple,Cash_ratio,Quick_ratio,Liquidity_ratio,Total_asset_margin,Profit_margin_of_main_business,Total_net_asset_margin,Cost_and_expense_margins,Operating_margin,Cost_ratio_of_main_business,Net_profit_margin_on_sales,Return_on_equity,Return_on_equity.1,Return_on_net_assets,Return_on_assets,Three_cost_ratios,Non_main_proportion,Proportion_of_main_profit,Main_business_income,Main_business_profit,Operating_profit,Investment_income,Net_non_operating_income_and_expenditure,Total_profit,Net_profit,Net_cash_flow_from_operating_activities,Net_increase_in_cash_and_cash_equivalents,Total_assets,liquid_asset,Total_liabilities,Current_liabilities,Shareholders_equity_does_not_include_minority_interests,Return_on_equity_weighting,Operating_income,Operating_costs,Operating_profit.1,Total_profit.1,Income_tax_expense,Net_profit.1,Basic_earnings_per_share,Monetary_funds,Accounts_receivable,Stocks,Total_current_assets,Total_assets.1,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities.1,Total_owners_equity,Opening_cash_and_cash_equivalents_balances,Net_cash_flow_from_operating_activities.1,Net_cash_flows_from_investing_activities,Net_cash_flows_from_fund_raising_activities,Net_increase_in_cash_and_cash_equivalents.1,Closing_cash_and_cash_equivalents_balances,Total_current_assets.1,Total_non_current_assets,Total_assets.2,Total_current_liabilities.1,Total_non_current_liabilities.1,Total_liabilities.2,Total_owners_equity.1,Total_liabilities_and_owners_equity,y
597,29.0,143431.6265,41325.0,3.45,7102.0,35.71,17.35,6.51,0.06,4.92,0.04,0.1,325.5,0.83,583.91,85.4,0.46,3.16,82.3,3.28,9.69,4.67,373.2,7.6,231.91,139.13,9.3883466933868,56.19058116232465,242.16,5.2352104208416845,29.23,-0.0385270541082162,70.77,-3543.4,43.86,0.75,0.88,0.9,37.71,0.96,3.36,3.47,61.35,2.08,9.59,9.59,3.07,0.9,32.31,-9.16,231.91,656942.0,247740.0,22767.0,36608.162324649296,-1910.0,20857.0,13663.0,67268.0,118417.0,1523641.0,904090.0,1078346.0,1032670.0,429743.0,3.05,656942.0,403053.0,22767.0,20857.0,7194.0,13663.0,0.09,452968.0,215959.0,130253.0,904090.0,1523641.0,1032670.0,45677.0,1078346.0,445294.0,122062.0,67268.0,-17499.0,67722.0,118417.0,240479.0,904090.0,619551.0,1523641.0,1032670.0,45677.0,1078346.0,445294.0,1523641.0,0
2999,15.721442885771545,34759.2,26201.0,1.33,2152.0,37.69,10.64,-19.85,-0.17,-7.41,-0.14,-0.07,104.81,2.58,130.55,48.6,2.07,5.56,6.83,39.52,25.49,7.56,5.38,36.55,337.42,94.08,9.3883466933868,56.19058116232465,384.89,5.2352104208416845,20.62,-0.0385270541082162,79.38,683.48,20.54,0.66,1.16,1.86,6.52,2.03,1.32,1.28,93.38,0.98,36.83,36.83,9.04,1.86,4.55,1.47,337.42,1302514.0,84912.0,16717.0,128.0,120.0,16837.0,12803.0,-94922.0,-20590.0,687064.0,553755.0,545369.0,478103.0,114293.0,7.89,1302514.0,1216308.0,16717.0,16837.0,4034.0,12803.0,0.26,98183.0,59588.0,239016.0,553755.0,687064.0,478103.0,67266.0,545369.0,141695.0,87443.0,-94922.0,-22466.0,96786.0,-20590.0,66853.0,553755.0,133308.0,687064.0,478103.0,67266.0,545369.0,141695.0,687064.0,0
698,26.0,81951.4395,63543.0,1.29,2621.0,31.25,10.0,19.2,0.14,0.230961923847695,0.08,0.14,256.65,1.05,531.39,56.52,0.51,4.78,5.79,46.63,-16.78,-10.47,-174.93,-40.8,105.62,121.15,15.26,102.66,121.01,8.15,45.25,1.47,54.75,-314.3,57.46,0.96,1.14,-2.82,2.21,-2.6,-4.62,-4.73,97.07,-5.11,-29.59,-29.59,-6.24,-2.82,3.9,-0.8,105.62,474518.0,10501.0,-22451.0,36608.162324649296,177.0,-22274.0,-24250.0,65362.0,17486.0,858790.0,388007.0,470210.0,340436.0,387573.0,-6.09,474518.0,460602.0,-22451.0,-22274.0,1976.0,-24250.0,-0.3,195621.0,11256.0,61274.0,388007.0,858790.0,340436.0,129774.0,470210.0,388580.0,105253.0,65362.0,1567.0,-49467.0,17486.0,122738.0,388007.0,470783.0,858790.0,340436.0,129774.0,470210.0,388580.0,858790.0,0
1209,18.0,13152.272,17689.0,0.74,2019.0,3.67,5.6,-46.61,-0.41,-30.18,-0.06,-0.11,340.26,0.79,474.18,176.46,0.57,1.53,31.08,8.69,-1.36,-1.13,-95.65,6.05,16.3,46.26,9.3883466933868,56.19058116232465,18.46,5.2352104208416845,84.42,-0.0385270541082162,15.58,-576.32,107.82,2.53,4.43,0.21,36.42,0.21,0.71,0.62,62.96,0.36,2.4,2.4,0.25,0.21,30.32,40.54,16.3,86386.0,31460.0,535.0,191.0,43.0,578.0,315.0,-9508.0,-55441.0,148246.0,90358.0,23102.0,20398.0,125158.0,0.26,86386.0,54388.0,535.0,578.0,263.0,315.0,0.02,21993.0,10331.0,38690.0,90358.0,148246.0,20398.0,2704.0,23102.0,125144.0,77434.0,-9508.0,-45580.0,-354.0,-55441.0,21993.0,90358.0,57888.0,148246.0,20398.0,2704.0,23102.0,125144.0,148246.0,0
2186,15.721442885771545,30846.3955,24773.0,1.25,3121.0,17.27,31.11,-19.13,-0.14,0.230961923847695,-0.06,-0.17,218.06,1.24,799.53,29.75,0.34,9.08,17.91,15.08,-17.82,-24.96,-1.9538977955912005,-22.31,58.49,134.58,9.3883466933868,56.19058116232465,79.44,5.2352104208416845,55.73,-0.0385270541082162,44.27,-2557.44,44.63,0.62,0.77,-11.87,-8.78,-11.12,-24.18,-32.86,107.3,-32.93,-60.24,-60.24,-21.3,-11.87,26.71,-8.3,58.49,56434.0,-4952.0,-18544.0,1480.0,56.0,-18488.0,-18583.0,-9759.0,3389.0,156525.0,39131.0,69297.0,51019.0,84612.0,-18.76,56434.0,60554.0,-18544.0,-18488.0,94.0,-18583.0,-0.57,22673.0,3620.0,7283.0,39131.0,156525.0,51019.0,18278.0,69297.0,87227.0,18039.0,-9759.0,17569.0,-4421.0,3389.0,21428.0,39131.0,117394.0,156525.0,51019.0,18278.0,69297.0,87227.0,156525.0,0
1217,22.0,33187.0,28262.0,1.17,1024.0,9.08,12.89,20.72,0.19,0.78,0.05,0.09,243.57,1.11,422.07,29.7,0.64,9.09,9.52,28.35,24.58,9.79,-42.12,21.22,33.44,58.82,9.3883466933868,56.19058116232465,35.79,5.2352104208416845,73.65,-0.0385270541082162,26.35,-5607.34,106.6,2.06,2.3,6.54,16.05,7.14,14.47,11.82,83.4,11.16,54.44,54.44,8.88,6.54,2.24,9.76,33.44,161909.0,25994.0,19138.0,920.0,1050.0,20188.0,18068.0,14092.0,16229.0,276156.0,156529.0,72779.0,68016.0,203377.0,9.11,161909.0,135024.0,19138.0,20188.0,2120.0,18068.0,0.54,72505.0,4875.0,16418.0,156529.0,276156.0,68016.0,4763.0,72779.0,203377.0,41102.0,14092.0,8775.0,-6637.0,16229.0,57331.0,156529.0,119628.0,276156.0,68016.0,4763.0,72779.0,203377.0,276156.0,0
603696,27.0,23520.0,22499.0,1.05,398.0,16.58,10.55,4.47,0.04,0.26,0.01,0.01,251.28,1.07,427.42,29.1,0.63,9.28,9.46,28.54,-1.04,-0.52,-55.0,0.64,17.52,48.5,9.3883466933868,56.19058116232465,17.68,5.2352104208416845,84.97,-0.0385270541082162,15.03,-592.7,117.59,3.55,3.95,2.54,16.03,2.53,4.95,4.58,83.5,4.01,6.87,6.87,2.99,2.54,8.54,4.15,17.52,40293.0,6458.0,1844.0,76.0,-1085.2114228456917,1844.0,1615.0,422.0,-4693.0,63467.0,37310.0,9537.0,9446.0,53930.0,2.97,40293.0,33646.0,1844.0,1844.0,229.0,1615.0,0.07,11108.0,1612.0,3779.0,37310.0,63467.0,9446.0,91.0,9537.0,53930.0,15693.0,422.0,-2446.0,-2940.0,-4693.0,11000.0,37310.0,26156.0,63467.0,9446.0,91.0,9537.0,53930.0,63467.0,0
837,15.721442885771545,89937.091,97614.0,0.92,9898.0,16.03,10.21,-2.68,-0.02,-0.4,-0.01,-0.03,420.23,0.64,707.73,190.07,0.38,1.42,72.58,3.72,8.62,6.69,-22.65,-23.89,90.22,82.89,8.09,76.19,104.3,4.31,48.95,0.22,51.05,1205.45,32.54,0.95,1.49,2.69,17.67,2.77,8.07,7.52,81.2,7.26,24.99,24.99,5.49,2.69,10.75,3.33,90.22,309645.0,54699.0,23276.0,794.0,-20.0,23256.0,22472.0,-8940.0,-24911.0,836132.0,496887.0,426869.0,333207.0,343758.0,6.19,309645.0,251423.0,23276.0,23256.0,783.0,22472.0,0.23,108436.0,99104.0,179579.0,496887.0,836132.0,333207.0,93662.0,426869.0,409263.0,115152.0,-8940.0,-21725.0,5563.0,-24911.0,90241.0,496887.0,339245.0,836132.0,333207.0,93662.0,426869.0,409263.0,836132.0,0
300718,27.0,29801.0549,7950.0,3.75,983.0,10.58,10.48,39.16,0.3,0.61,0.05,0.1,366.0,0.74,571.07,88.8,0.47,3.04,88.0,3.07,10.3,7.98,5.28,10.13,15.46,42.23,1.87,41.44,17.54,1.62,85.08,0.03,14.92,-4723.21,32.72,4.57,5.55,7.43,27.06,7.64,23.65,19.0,72.17,16.17,43.48,43.48,8.74,7.43,7.32,13.08,15.46,80156.0,21693.0,15231.0,2006.0,-16.0,15216.0,12958.0,7874.0,-5981.0,174298.0,111675.0,26008.0,20106.0,139132.0,9.39,80156.0,57844.0,15231.0,15216.0,2258.0,12958.0,0.44,6580.0,27712.0,19881.0,111675.0,174298.0,20106.0,5902.0,26008.0,148290.0,12464.0,7874.0,-9603.0,-4322.0,-5981.0,6483.0,111675.0,62623.0,174298.0,20106.0,5902.0,26008.0,148290.0,174298.0,0
899,15.721442885771545,97567.776,84637.0,1.15,796.0,62.19,11.81,11.94,0.03,1.17,0.02,0.07,164.07,1.65,982.18,30.68,0.27,8.8,34.21,7.89,17.8,-1.72,-1.9538977955912005,41.74,112.88,184.32,44.57,102.18,123.95,35.9,44.65,11.26,55.35,311.66,54.69,1.06,1.22,1.47,9.94,1.55,6.04,5.79,89.67,5.63,16.45,16.45,3.3,1.47,5.29,47.28,112.88,285086.0,28328.0,16508.0,7848.0,-81.0,16426.0,16050.0,18854.0,9348.0,1088752.0,192651.0,602592.0,157929.0,480945.0,3.38,285086.0,255626.0,16508.0,16426.0,376.0,16050.0,0.16,86367.0,50465.0,25650.0,192651.0,1088752.0,157929.0,444663.0,602592.0,486160.0,75292.0,18854.0,-92218.0,82712.0,9348.0,84640.0,192651.0,896101.0,1088752.0,157929.0,444663.0,602592.0,486160.0,1088752.0,0
2351,21.0,88910.7,81753.0,1.09,2854.0,10.86,17.34,66.12,0.57,1.34,0.09,0.16,374.01,0.72,476.27,139.56,0.57,1.93,40.04,6.74,8.85,5.33,-28.95,-8.07,16.81,25.11,0.22,25.05,19.1,0.18,83.96,-0.0385270541082162,16.04,4809.11,176.64,4.34,5.67,6.88,30.69,6.95,16.8,13.78,68.38,12.25,21.12,21.12,8.19,6.88,12.58,4.88,16.81,153196.0,47023.0,21106.0,1055.0,-26.0,21079.0,18774.0,25126.0,33062.0,272890.0,215365.0,43768.0,38000.0,223695.0,7.7,153196.0,104751.0,21106.0,21079.0,2306.0,18774.0,0.19,67122.0,23307.0,50352.0,215365.0,272890.0,38000.0,5768.0,43768.0,229122.0,28874.0,25126.0,25639.0,-17798.0,33062.0,61936.0,215365.0,57525.0,272890.0,38000.0,5768.0,43768.0,229122.0,272890.0,0
300700,13.0,12153.2581,11418.0,1.06,713.0,14.17,12.48,-2.41,-0.02,-0.21,-0.01,-0.03,336.36,0.8,760.99,116.77,0.35,2.31,104.36,2.59,25.27,37.29,-1.9538977955912005,141.93,96.74,105.71,7.7,97.57,97.08,4.23,50.74,2.81,49.26,1595.45,12.37,0.8,1.03,5.15,33.37,5.77,25.22,19.23,65.86,16.25,59.11,59.11,10.14,5.15,9.44,-0.24,96.74,44198.0,14748.0,8500.0,36608.162324649296,-21.0,8479.0,7184.0,-1507.0,-883.0,139582.0,64713.0,68757.0,62609.0,71003.0,11.54,44198.0,29110.0,8500.0,8479.0,1295.0,7184.0,0.62,7744.0,21108.0,14592.0,64713.0,139582.0,62609.0,6148.0,68757.0,70825.0,8109.0,-1507.0,-3270.0,3840.0,-883.0,7226.0,64713.0,74869.0,139582.0,62609.0,6148.0,68757.0,70825.0,139582.0,0
301032,15.0,24113.34,14428.0,1.67,1622.0,13.13,11.47,5.75,0.05,9.39,0.03,0.04,294.89,0.92,406.69,73.75,0.66,3.66,50.68,5.33,-6.51,1.06,-85.29,-17.45,118.97,61.62,9.3883466933868,56.19058116232465,125.48,5.2352104208416845,44.35,-0.0385270541082162,55.65,94.66,42.05,1.09,1.38,0.32,8.27,0.32,0.02,0.02,91.41,0.48,3.19,3.19,0.73,0.32,4.62,338.49,118.97,161652.0,13369.0,35.0,119.0,-1085.2114228456917,35.0,770.0,7229.0,613.0,238423.0,173268.0,132683.0,125797.0,105740.0,0.72,161652.0,147767.0,35.0,35.0,-734.0,770.0,0.03,52899.0,45683.0,36292.0,173268.0,238423.0,125797.0,6886.0,132683.0,105740.0,37635.0,7229.0,4538.0,-11154.0,613.0,38248.0,173268.0,65155.0,238423.0,125797.0,6886.0,132683.0,105740.0,238423.0,0
819,32.0,30632.5255,22410.0,1.37,639.0,25.04,10.17,33.99,0.32,1.28,0.06,0.03,55.37,4.88,141.19,8.92,1.91,30.28,2.9,92.99,22.43,16.2,66.44,84.14,21.9,80.49,9.3883466933868,56.19058116232465,23.09,5.2352104208416845,81.24,-0.0385270541082162,18.76,-2049.31,118.63,1.62,1.95,4.72,7.24,4.91,3.01,2.89,92.26,2.57,19.8,19.8,5.81,4.72,3.61,5.09,21.9,236442.0,17123.0,6822.0,308.0,41.0,6862.0,6066.0,7776.0,611.0,128558.0,44498.0,24116.0,22875.0,95798.0,5.41,236442.0,218143.0,6822.0,6862.0,796.0,6066.0,0.17,27136.0,3113.0,7422.0,44498.0,128558.0,22875.0,1242.0,24116.0,104442.0,24214.0,7776.0,-14402.0,7122.0,611.0,24825.0,44498.0,84060.0,128558.0,22875.0,1242.0,24116.0,104442.0,128558.0,0
2383,15.721442885771545,74036.0305,60202.0,1.23,2632.0,46.24,43.88,-6.21,-0.06,-16.19,-0.04,-0.13,492.79,0.55,919.93,232.08,0.29,1.16,109.3,2.47,-5.02,5.03,-1.9538977955912005,6.97,186.82,112.54,9.44,101.91,192.26,3.57,34.22,3.13,65.78,171.45,39.83,0.78,1.02,0.23,44.7,0.23,3.87,3.12,54.66,0.79,1.55,1.55,0.68,0.23,34.22,10.04,186.82,145834.0,65193.0,4543.0,36608.162324649296,507.0,5050.0,1147.0,-18572.0,-17879.0,495141.0,304479.0,325723.0,298840.0,161452.0,1.06,145834.0,79720.0,4543.0,5050.0,3903.0,1147.0,0.02,45446.0,65989.0,70399.0,304479.0,495141.0,298840.0,26883.0,325723.0,169419.0,58278.0,-18572.0,6287.0,-6070.0,-17879.0,40399.0,304479.0,190662.0,495141.0,298840.0,26883.0,325723.0,169419.0,495141.0,0
605055,14.0,44000.0,17289.0,2.54,2992.0,29.593186372745528,12.0,19.38,0.17,0.230961923847695,0.08,0.18,156.83,1.72,578.9,25.62,0.47,10.54,26.79,10.08,6.74,2.09,-116.03,23.03,87.07,136.08,5.47,128.64,94.22,2.98,51.49,-0.25,48.51,2.29,41.27,0.61,0.72,-0.44,9.58,-0.46,-1.67,-1.63,89.38,-0.98,-2.26,-2.26,-0.86,-0.44,8.26,-1.56,87.07,101538.0,9728.0,-1658.0,36.0,-10.0,-1669.0,-993.0,18158.0,13515.0,223870.0,67009.0,108603.0,93692.0,113891.0,-1.0,101538.0,90755.0,-1658.0,-1669.0,-675.0,-993.0,-0.03,38668.0,9386.0,9789.0,67009.0,223870.0,93692.0,14911.0,108603.0,115267.0,16900.0,18158.0,-8533.0,3890.0,13515.0,30415.0,67009.0,156861.0,223870.0,93692.0,14911.0,108603.0,115267.0,223870.0,0
2079,32.0,80788.6616,136933.0,0.59,1742.0,18.89,26.12,10.55,0.1,0.33,0.02,0.03,227.77,1.19,349.06,56.18,0.77,4.81,67.24,4.02,8.09,7.25,7.17,24.56,25.53,45.38,0.58,45.12,26.77,0.46,78.88,0.01,21.12,-1410.56,68.83,2.49,3.26,6.2,16.72,6.41,10.87,9.55,83.09,8.29,24.9,24.9,7.87,6.2,4.17,6.89,25.53,242811.0,40588.0,23185.0,1689.0,-99.0,23086.0,20117.0,6734.0,-22723.0,324238.0,208170.0,68469.0,63805.0,253457.0,8.0,242811.0,201742.0,23185.0,23086.0,2969.0,20117.0,0.25,43917.0,65015.0,49278.0,208170.0,324238.0,63805.0,4664.0,68469.0,255769.0,65611.0,6734.0,-20247.0,-10263.0,-22723.0,42889.0,208170.0,116068.0,324238.0,63805.0,4664.0,68469.0,255769.0,324238.0,0
870508,15.721442885771545,223671.27404879767,62520.625250501005,3.5829859719438897,7908.225450901804,29.593186372745528,17.95701402805609,11.586182364729444,0.08125250501002,0.230961923847695,0.0203406813627254,0.0580460921843687,2031.81881763527,1.1027555110220435,1146.032014028056,594.7469438877763,0.4383366733466931,14.685521042084188,400.7832565130258,70.13774549098191,13.721643286573164,14.095711422845708,-1.9538977955912005,9.490280561122235,100.4278256513026,116.58600200400792,9.3883466933868,56.19058116232465,139.78413827655314,5.2352104208416845,48.9543887775551,-0.0385270541082162,45.03359719438875,2020.899228456915,76.96322645290579,1.6853006012024072,2.1168837675350693,2.3822344689378734,16.67510020040082,2.569458917835669,13.878817635270536,-16.678326653306637,71.90976953907814,-17.965040080160335,40.8807114228457,40.8807114228457,3.0487274549098173,2.3822344689378734,33.764519038076145,22.503106212424832,100.4278256513026,1706238.4018036071,285439.8496993988,178187.37174348696,36608.162324649296,-1085.2114228456917,177102.15230460922,145330.43286573148,183691.03306613225,-30509.44789579158,10179602.392785572,1529407.2054108216,8266576.316633266,1223401.7234468935,1702957.2254509018,3.8155110220440864,1500888.8727454909,1243527.738476954,178187.37174348696,177102.15230460922,31771.69539078156,145330.43286573148,0.3878256513026057,951805.0420841684,225556.80260521045,486540.44388777553,1529407.2054108216,10179602.392785572,1223401.7234468935,532675.6533066132,8266576.316633266,1913026.0861723449,799123.5851703407,183691.03306613225,-165845.9368737475,-65393.79358717435,-30509.44789579158,768614.1573146293,1529407.2054108216,1442161.3056112223,10179602.392785572,1223401.7234468935,532675.6533066132,8266576.316633266,1913026.0861723449,10179602.392785572,1
600355,28.0,49208.92,54994.0,0.89,361.0,51.52,37.12,13.92,0.14,0.230961923847695,0.05,0.13,445.47,0.61,793.65,255.9,0.34,1.06,34.37,7.85,-18.4,-13.51,-1101.87,-38.97,51.86,72.19,9.3883466933868,56.19058116232465,53.16,5.2352104208416845,65.29,-0.0385270541082162,34.71,-1831.85,48.06,0.79,1.56,-6.82,22.92,-6.18,-18.31,-18.15,75.39,-18.17,-4.78,-4.78,-10.44,-6.82,22.1,6.9,51.86,12952.0,2968.0,-2350.0,-160.0,-2.0,-2353.0,-2354.0,1628.0,2189.0,34537.0,18257.0,11987.0,11694.0,22669.0,-9.92,12952.0,9764.0,-2350.0,-2353.0,1.0,-2354.0,-0.05,5620.0,1456.0,9019.0,18257.0,34537.0,11694.0,293.0,11987.0,22550.0,2748.0,1628.0,11.0,548.0,2189.0,4937.0,18257.0,16280.0,34537.0,11694.0,293.0,11987.0,22550.0,34537.0,0
3028,23.0,11148.81,14445.0,0.77,1419.0,14.16,29.67,83.87,0.8,2.09,0.16,0.34,526.32,0.51,570.34,140.34,0.47,1.92,91.43,2.95,3.13,17.39,-20.65,-14.84,23.99,12.11,9.3883466933868,12.11,25.26,5.2352104208416845,79.83,-0.0385270541082162,20.17,-175.02,184.76,3.98,4.72,7.7,25.1,7.78,25.55,18.84,74.17,16.44,118.76,118.76,9.65,7.7,-1.46,2.98,23.99,80554.0,20217.0,15175.0,511.0,-60.0,15115.0,13240.0,27614.0,33923.0,171902.0,155285.0,34671.0,32926.0,137231.0,10.17,80554.0,59750.0,15175.0,15115.0,1876.0,13240.0,1.19,60836.0,20317.0,24204.0,155285.0,171902.0,32926.0,1745.0,34671.0,137231.0,26913.0,27614.0,3077.0,-1149.0,33923.0,60836.0,155285.0,16617.0,171902.0,32926.0,1745.0,34671.0,137231.0,171902.0,0
301155,13.0,21739.1478,26067.0,0.83,983.0,7.63,10.78,-25.59,-0.24,-1.26,-0.04,-0.26,1236.26,0.22,1584.51,109.81,0.17,2.46,344.43,0.78,81.57,153.54,-74.81,-73.24,21.17,38.35,9.3883466933868,56.19058116232465,22.14,5.2352104208416845,81.87,-0.0385270541082162,18.13,-1135.4,112.83,3.49,3.96,3.53,13.23,3.57,25.96,23.15,85.88,20.92,112.59,112.59,4.31,3.53,2.21,37.43,21.17,117014.0,15484.0,27092.0,10180.0,-62.0,27029.0,24477.0,-30771.0,-233364.0,693757.0,475941.0,125750.0,120240.0,544110.0,4.4,117014.0,100497.0,27092.0,27029.0,2553.0,24477.0,1.11,135664.0,164284.0,55708.0,475941.0,693757.0,120240.0,5510.0,125750.0,568006.0,348461.0,-30771.0,-147219.0,-55373.0,-233364.0,115097.0,475941.0,217816.0,693757.0,120240.0,5510.0,125750.0,568006.0,693757.0,0
603956,11.0,50843.5363,11843.0,4.29,2152.0,74.4,24.3,-25.68,-0.18,0.230961923847695,-0.07,-0.45,975.43,0.28,1501.67,227.46,0.18,1.19,439.17,0.61,61.2,61.76,-200.09,-35.75,43.41,54.59,9.3883466933868,56.19058116232465,62.66,5.2352104208416845,61.48,-0.0385270541082162,38.52,-989.47,108.17,2.21,2.49,-4.22,53.03,-4.93,-27.81,-33.73,45.76,-27.44,-27.92,-27.92,-6.86,-4.22,74.76,-3.92,43.41,51720.0,27428.0,-17446.0,750.0,-64.0,-17510.0,-14194.0,-23074.0,59722.0,336704.0,223693.0,129700.0,89852.0,206065.0,-8.0,51720.0,23668.0,-17446.0,-17510.0,-3316.0,-14194.0,-0.3,97191.0,82645.0,25156.0,223693.0,336704.0,89852.0,39848.0,129700.0,207005.0,33877.0,-23074.0,-13974.0,96769.0,59722.0,93599.0,223693.0,113011.0,336704.0,89852.0,39848.0,129700.0,207005.0,336704.0,0
300495,21.0,67427.9488,28101.0,2.4,330.0,46.36,64.85,2.16,0.02,0.17,0.01,0.79,6569.34,0.04,20000.0,454.09,0.01,0.59,2757.92,0.1,-26.05,-23.28,-1.9538977955912005,-59.21,163.51,211.9,9.97,190.77,188.1,3.85,34.71,-0.15,65.29,-30.32,0.76,0.46,0.5,6.87,4.64,6.39,-62.18,345.1,94.99,474.27,52.57,52.57,19.78,6.87,199.96,15.89,163.51,7474.0,347.0,25793.0,37337.0,-39518.0,-13725.0,35448.0,5888.0,-30216.0,516192.0,136526.0,337023.0,273111.0,174556.0,19.21,7474.0,7099.0,25793.0,-13725.0,-49172.0,35448.0,0.53,2070.0,54473.0,11187.0,136526.0,516192.0,273111.0,63912.0,337023.0,179168.0,30647.0,5888.0,-462.0,-35646.0,-30216.0,431.0,136526.0,379666.0,516192.0,273111.0,63912.0,337023.0,179168.0,516192.0,0
300971,23.0,8400.0,8895.0,0.94,757.0,22.99,21.0,24.79,0.22,1.84,0.06,0.27,894.04,0.3,1218.41,174.46,0.22,1.55,183.55,1.47,16.31,5.16,-44.24,1.97,31.71,37.1,9.3883466933868,56.19058116232465,35.88,5.2352104208416845,73.59,-0.0385270541082162,26.41,-4803.49,132.47,2.71,3.11,3.15,39.66,3.3,22.96,17.12,59.45,14.91,47.47,47.47,4.28,3.15,17.74,4.58,31.71,26744.0,10606.0,4578.0,2.0,218.0,4796.0,3987.0,7322.0,12765.0,126531.0,91981.0,33413.0,29531.0,90811.0,4.27,26744.0,15898.0,4578.0,4796.0,808.0,3987.0,0.46,39118.0,18876.0,11930.0,91981.0,126531.0,29531.0,3883.0,33413.0,93117.0,24228.0,7322.0,9145.0,-3701.0,12765.0,36993.0,91981.0,34550.0,126531.0,29531.0,3883.0,33413.0,93117.0,126531.0,0
603218,15.0,102558.0,41482.0,2.33,3379.0,4.74,6.9,12.63,0.12,2.56,0.04,0.13,610.58,0.44,963.94,70.1,0.28,3.85,106.74,2.53,18.22,0.51,-70.09,-4.61,42.35,52.71,2.27,51.52,43.92,1.61,69.48,0.05,30.52,-166.25,70.24,2.03,2.28,1.37,9.97,1.43,6.41,5.95,89.6,5.12,17.61,17.61,1.98,1.37,1.59,31.43,42.35,332598.0,33148.0,19804.0,6402.0,-259.0,19545.0,17038.0,43569.0,71863.0,1240428.0,786096.0,378526.0,344981.0,861537.0,1.96,332598.0,298015.0,19804.0,19545.0,2507.0,17038.0,0.18,155651.0,139173.0,84807.0,786096.0,1240428.0,344981.0,33545.0,378526.0,861902.0,83787.0,43569.0,2803.0,24442.0,71863.0,155651.0,786096.0,454332.0,1240428.0,344981.0,33545.0,378526.0,861902.0,1240428.0,0
2337,27.0,58861.575,76117.0,0.77,906.0,37.2,31.9,34.09,0.34,4.87,0.1,0.52,1102.94,0.24,1346.63,431.72,0.2,0.63,204.17,1.32,8.45,2.94,-13.06,-30.71,41.52,22.77,9.3883466933868,56.19058116232465,41.82,5.2352104208416845,70.51,-0.0385270541082162,29.49,-54.57,41.53,2.02,2.87,2.05,33.6,2.15,12.76,9.85,65.88,10.72,6.11,6.11,2.9,2.05,14.41,14.96,41.52,33568.0,11394.0,3308.0,364.0,153.0,3461.0,3598.0,17533.0,-6184.0,175675.0,147473.0,51802.0,51435.0,115371.0,3.06,33568.0,22115.0,3308.0,3461.0,-136.0,3598.0,0.06,21359.0,23606.0,43422.0,147473.0,175675.0,51435.0,367.0,51802.0,123874.0,26402.0,17533.0,-25752.0,-103.0,-6184.0,20218.0,147473.0,28202.0,175675.0,51435.0,367.0,51802.0,123874.0,175675.0,0
600520,22.0,15843.0,28599.0,0.55,645.0,17.36,15.19,10.29,0.1,1.2,0.05,0.13,383.85,0.7,662.25,167.93,0.41,1.61,117.59,2.3,6.01,1.52,-1.9538977955912005,9.26,103.17,82.34,9.3883466933868,56.19058116232465,104.11,5.2352104208416845,48.99,-0.0385270541082162,51.01,1909.94,23.77,0.83,1.18,4.33,26.97,4.47,14.01,11.81,71.55,10.96,24.26,24.26,8.84,4.33,11.75,-4.52,103.17,35058.0,9455.0,4139.0,-213.0,25.0,4164.0,3844.0,4614.0,-534.0,88726.0,52932.0,45256.0,44849.0,43470.0,7.62,35058.0,25085.0,4139.0,4164.0,321.0,3844.0,0.2,10660.0,20021.0,15544.0,52932.0,88726.0,44849.0,407.0,45256.0,43470.0,4443.0,4614.0,-232.0,-4916.0,-534.0,3909.0,52932.0,35794.0,88726.0,44849.0,407.0,45256.0,43470.0,88726.0,0
